2025-04-24 19:14:19,886 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-04-24 19:15:02,372 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [Bootstrap Server-coaps://0.0.0.0:5688] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2025-04-24 19:15:02,376 [main] INFO  o.e.californium.core.CoapServer - Starting server
2025-04-24 19:15:02,380 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2025-04-24 19:15:02,381 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-04-24 19:15:02,381 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5687
2025-04-24 19:15:02,384 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-04-24 19:15:02,387 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688]
2025-04-24 19:15:02,387 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-04-24 19:15:02,387 [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-1-/[0:0:0:0:0:0:0:0]:5688]
2025-04-24 19:15:02,388 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5688
2025-04-24 19:15:02,388 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - Bootstrap server started.
2025-04-24 19:15:02,388 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5687.
2025-04-24 19:15:02,388 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5688.
2025-04-24 19:15:02,388 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2025-04-24 19:15:02,518 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2025-04-24 19:15:02,558 [main] INFO  o.t.s.d.s.NamedParameterJdbcTemplateConfiguration - Set jdbcTemplate query timeout [30] second(s)
2025-04-24 19:15:03,549 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2025-04-24 19:15:04,567 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-04-24 19:15:04,719 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Deferred [Mvc [pattern='/*.js'], Ant [pattern='/*.js']], Deferred [Mvc [pattern='/*.css'], Ant [pattern='/*.css']], Deferred [Mvc [pattern='/*.ico'], Ant [pattern='/*.ico']], Deferred [Mvc [pattern='/assets/**'], Ant [pattern='/assets/**']], Deferred [Mvc [pattern='/static/**'], Ant [pattern='/static/**']]] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@62bf5775, org.springframework.security.web.header.HeaderWriterFilter@ddeff0d, org.springframework.security.web.csrf.CsrfFilter@7509bf3, org.springframework.security.web.authentication.logout.LogoutFilter@4ecebaad, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3721abfd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4573acad, org.springframework.security.web.access.ExceptionTranslationFilter@58ef6422, org.springframework.security.web.access.intercept.AuthorizationFilter@6e46961]
2025-04-24 19:15:04,908 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1dc8be79, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6b6739e5, org.springframework.security.web.context.SecurityContextHolderFilter@487fba79, org.springframework.web.filter.CorsFilter@26acf6ea, org.springframework.security.web.authentication.logout.LogoutFilter@59f1cd1e, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@3533ed89, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@284cee30, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@61f1c94b, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@34165ed3, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@1756da58, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@17a16e9d, org.thingsboard.server.transport.http.config.PayloadSizeFilter@48df6678, org.thingsboard.server.config.RateLimitProcessingFilter@2774540b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@369730c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@57afc4ec, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5dca93b9, org.springframework.security.web.session.SessionManagementFilter@4c0f8601, org.springframework.security.web.access.ExceptionTranslationFilter@68151167, org.springframework.security.web.access.intercept.AuthorizationFilter@752103b0]
2025-04-24 19:15:04,932 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/api/v1/**'] with [org.springframework.security.web.session.DisableEncodeUrlFilter@1d49853e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@36a915fc, org.springframework.security.web.context.SecurityContextHolderFilter@7ab9dadb, org.springframework.security.web.header.HeaderWriterFilter@2794bd4d, org.springframework.web.filter.CorsFilter@26acf6ea, org.springframework.security.web.authentication.logout.LogoutFilter@5dced0a3, org.thingsboard.server.transport.http.config.PayloadSizeFilter@266ffc8c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@fd51b33, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6b6906bd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@66b9c797, org.springframework.security.web.access.ExceptionTranslationFilter@2ef95420, org.springframework.security.web.access.intercept.AuthorizationFilter@599ae9a5]
2025-04-24 19:15:07,728 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2025-04-24 19:15:07,731 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2025-04-24 19:15:07,732 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2025-04-24 19:15:07,775 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-04-24 19:15:07,816 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2025-04-24 19:15:07,897 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 49.437 seconds (process running for 51.749)
2025-04-24 19:15:07,918 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-04-24 19:15:07,939 [main] INFO  o.t.s.q.c.c.QueueConsumerManager - [TB Version Control] Launching consumer
2025-04-24 19:15:07,940 [main] INFO  o.t.s.q.d.HashPartitionService - Recalculating partitions
2025-04-24 19:15:07,941 [main] INFO  o.t.s.q.d.HashPartitionService - [86174f47a314] Found common server: [TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR, EDQS]
2025-04-24 19:15:07,957 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Edge,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-04-24 19:15:07,968 [device-state-scheduled-21-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] CURRENT PARTITIONS: []
2025-04-24 19:15:07,969 [device-state-scheduled-21-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] NEW PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,969 [device-state-scheduled-21-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] ADDED PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,969 [device-state-scheduled-21-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] REMOVED PARTITIONS: []
2025-04-24 19:15:07,970 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] CURRENT PARTITIONS: []
2025-04-24 19:15:07,973 [notifications-scheduler-52-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Notifications scheduler] CURRENT PARTITIONS: []
2025-04-24 19:15:07,971 [tb-edge-mgmt-0-1] INFO  o.t.s.q.c.c.MainQueueConsumerManager - [QK(Edge,TB_CORE,system)] New partitions: [tb_edge.0, tb_edge.2, tb_edge.4, tb_edge.6, tb_edge.8, tb_edge.1, tb_edge.3, tb_edge.5, tb_edge.7, tb_edge.9]
2025-04-24 19:15:07,973 [notifications-scheduler-52-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Notifications scheduler] NEW PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,973 [notifications-scheduler-52-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Notifications scheduler] ADDED PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,974 [notifications-scheduler-52-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Notifications scheduler] REMOVED PARTITIONS: []
2025-04-24 19:15:07,975 [tb-core-mgmt-0-1] INFO  o.t.s.q.c.c.MainQueueConsumerManager - [QK(Main,TB_CORE,system)] Added partitions: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9], removed partitions: []
2025-04-24 19:15:07,978 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] NEW PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,978 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] ADDED PARTITIONS: [tb_core.0, tb_core.2, tb_core.4, tb_core.6, tb_core.8, tb_core.1, tb_core.3, tb_core.5, tb_core.7, tb_core.9]
2025-04-24 19:15:07,979 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] REMOVED PARTITIONS: []
2025-04-24 19:15:07,980 [tb-core-mgmt-0-1] INFO  o.t.s.q.c.c.MainQueueConsumerManager - [QK(Main,TB_CORE,system)-0] Launching consumer
2025-04-24 19:15:07,984 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2025-04-24 19:15:07,985 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Initializing tenant states.
2025-04-24 19:15:07,985 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(SequentialByOriginator,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(CalculatedFieldStates,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(HighPriority,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(CalculatedFields,TB_RULE_ENGINE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-04-24 19:15:07,985 [tb-edge-mgmt-0-1] INFO  o.t.s.q.c.c.MainQueueConsumerManager - [QK(Edge,TB_CORE,system)] Launching consumer
